title,product_url,brand,price,rating,review_count,shipping
"HP OMEN 45L GT22-3090 Gaming PC, Intel Core Ultra 9 285K 3.2GHz Processor; NVIDIA GeForce RTX 5090 32GB GDDR7; Kingston FURY 64GB DDR5-5600 XMP RGB Heatsink RAM; 2TB NVMe SSD",https://www.newegg.com/hp-gaming-desktop-pcs-nvidia-geforce-rtx-5090-32gb-gddr7-intel-core-ultra-9-285k-64gb-ddr5-2tb-nvme-ssd-omen-45l-black/p/3D5-0005-03SF5,HP,4769.99,,,Free Shipping
Andromeda Insights Quasar 50 Frame - RTX 5090 32GB GDDR7 | Ryzen 9 9950X3D 4.3 GHz (5.7 GHz Turbo Boost) | X870 | 32GB DDR5 6000MHz | 2TB Gen4 SSD | 1200W Gold PSU | ARGB Fans | Wi-Fi + BT | Win 11,https://www.newegg.com/andromeda-insights-quasar-gaming-desktop-pcs-geforce-rtx-5090-amd-ryzen-9-9950x3d-32gb-ddr5-2tb-nvme-ssd-black/p/3D5-006J-00055,Andromeda,5249.99,5.0,1,Free Shipping
"[2025] HIDevolution ASUS ROG Strix SCAR 18 G835LX 18"" WQXGA 240Hz Mini LED, 2.1 GHz Ultra 9-275HX, RTX 5090, 96 GB DDR5 RAM, 4 TB PCIe SSD, Windows 11 Pro",https://www.newegg.com/asus-rog-strix-scar-18-18-0-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-275hx-wqxga-96gb-memory-4-tb-ssd/p/2WC-000N-0FZW3,ASUS,5619.0,,,
"Hyper Cyber ULTRA BLACK Gaming Desktop AMD Ryzen 7 7800X3D, NVIDIA GeForce RTX 5090, 32GB DDR5, 1TB SSD, Windows 11 Home, Custom Cooler Display, Internal Mini Display, RGB Lighting, WiFi, Ready to Use",https://www.newegg.com/hyper-cyber-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-7800x3d-32gb-ddr5-1tb-ssd-ssd-ultra-black/p/3D5-006Z-007C4,Hyper,6789.99,,,Free Shipping
"MSI Raider 18 HX AI 18"" QHD+ IPS 240Hz Display, Gaming Laptop - Core Black, Intel Core Ultra 9 285HX 2.1GHz Processor; NVIDIA GeForce RTX 5090 GPU 24GB GDDR7; 64GB DDR5-6400 RAM; 2TB NVMe M.2 SSD",https://www.newegg.com/msi-raider-18-hx-ai-18-0-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-285hx-qhd-ips-display-64gb-memory-2-tb-nvme-ssd/p/2WC-000C-0J9W7,MSI,4696.0,,,Free Shipping
"Hyper Cyber ULTRA BLACK Gaming Desktop AMD Ryzen 7 7800X3D, NVIDIA GeForce RTX 5090, 32GB DDR5, 2TB SSD, Windows 11 Home, Custom Cooler Display, Internal Mini Display, RGB Lighting, WiFi, Ready to Use",https://www.newegg.com/hyper-cyber-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-7800x3d-32gb-ddr5-2tb-ssd-ssd-ultra-black/p/3D5-006Z-007C5,Hyper,6889.99,,,Free Shipping
"MSI Stealth A18 AI+ - 18"" GeForce RTX 5090 Laptop GPU - AMD Ryzen AI 9 HX 370 - 64GB Memory - 2 TB SSD - Wi-Fi 7 Windows 11 Home Gaming Laptop - 120 Hz Mini LED (Stealth A18 AI+ A3XWJG-006US )",https://www.newegg.com/msi-stealth-a18-ai-18-geforce-rtx-5090-laptop-gpu-amd-ryzen-ai-9-hx-370-uhd-64gb-memory-2-tb-ssd/p/N82E16834156773,MSI,3956.99,,,Free Shipping
"Hyper Cyber ULTRA WHITE Gaming Desktop AMD Ryzen 7 7800X3D, NVIDIA GeForce RTX 5090, 32GB DDR5, 1TB SSD, Windows 11 Home, VR Ready, RGB Lighting, WiFi, Ready to Use, Custom Cooler Display.",https://www.newegg.com/hyper-cyber-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-7800x3d-32gb-ddr5-1tb-ssd-ssd-ultra-white/p/3D5-006Z-00757,Hyper,6909.99,,,Free Shipping
YEYIAN Gaming PC Desktop MIRAGE X AMD Ryzen 9 9900X3D NVIDIA RTX 5090 DDR5 32GB 6000MHz 2 TB SSD NVMe 360mm AIO 1000W PSU - Windows 11 Home - YPA-MX990DC-5901U,https://www.newegg.com/yeyian-gaming-desktop-pcs-nvidia-geforce-rtx-5060-8gb-gddr7-amd-ryzen-9-9900x3d-32gb-ddr5-2tb-nvme-ssd/p/3D5-002P-00078,YEYIAN,4399.99,,,Free Shipping
"Hyper Cyber ULTRA BLACK Gaming Desktop AMD Ryzen 7 7800X3D, NVIDIA GeForce RTX 5090, 32GB DDR5, 1TB SSD, Windows 11 Home, RGB Lighting, WiFi, Ready to Use, Custom Cooler Display",https://www.newegg.com/hyper-cyber-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-7800x3d-32gb-ddr5-1tb-ssd-ssd-ultra-black/p/3D5-006Z-006Y2,Hyper,6909.99,,,Free Shipping
ABS Eurus Pro AI PC -  Intel Core Ultra 9 285K - GeForce RTX 5090 - 64GB (16GBx4) DDR5 - 2TB NVMe SSD – Ubuntu,https://www.newegg.com/abs-eurus-pro-ai-gaming-desktop-pc-geforce-rtx-5090-intel-core-ultra-9-285k-64gb-ddr5-2tb-ssd-ai285k5090/p/N82E16883361008,ABS,5399.99,,,Free Shipping
"Hyper Cyber ULTRA WHITE Gaming Desktop AMD Ryzen 7 7800X3D, NVIDIA GeForce RTX 5090, 32GB DDR5, 2TB SSD, Windows 11 Home, VR Ready, RGB Lighting, WiFi, Ready to Use, Custom Cooler Display.",https://www.newegg.com/hyper-cyber-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-7800x3d-32gb-ddr5-2tb-ssd-ssd-ultra-white/p/3D5-006Z-00758,Hyper,7009.99,,,Free Shipping
"Hyper Cyber ULTRA BLACK Gaming Desktop AMD Ryzen 7 7800X3D, NVIDIA GeForce RTX 5090, 32GB DDR5, 2TB SSD, Windows 11 Home, RGB Lighting, WiFi, Ready to Use, Custom Cooler Display",https://www.newegg.com/hyper-cyber-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-7800x3d-32gb-ddr5-2tb-ssd-ssd-ultra-black/p/3D5-006Z-006Y3,Hyper,7009.99,,,Free Shipping
"Velztorm LCD Praetix Custom Built Y70 Touch Gaming Desktop PC (Intel i9-14900K, GeForce RTX 5090, 64GB DDR5, 2TB PCIe SSD + 6TB HDD, RGB Fans, 360mm AIO, 1000W PSU, WiFi 6, BT 5.2, RJ-45, Win 11 Home)",https://www.newegg.com/p/3D5-000W-1ADH4,Velztorm,6683.0,,,
ASUS TUF GT302 - AMD Ryzen 7-9800X3D 16 core up to 5.2 GHz - Geforce RTX 5090 - 2TB HDD + 4TB NVMe SSD - 64GB DDR5(2X32GB) - 1200W - Windows 11 Liquid Cooled Gaming Desktop PC WiFi RGB,https://www.newegg.com/asus-gaming-desktop-pcs-geforce-rtx-5090-amd-ryzen-7-9800x3d-64gb-ddr5-4-tb-ssd-2tb-hdd-black/p/3D5-000F-04FH1,ASUS,6380.0,,,Free Shipping
"[2025] HIDevolution MSI Infinite RS AI 2NVZ9 3.2 GHz Ultra 9-285K, RTX 5090 LIQUID, 96 GB DDR5 RAM, 16 TB PCIe SSD, Windows 11 Pro",https://www.newegg.com/msi-infinite-rs-ai-2nd-gaming-desktop-pcs-nvidia-geforce-rtx-5090-liquid-intel-core-ultra-9-285k-64gb-ddr5-16-tb-ssd-infinite-rs-ai-2nvz9-1291us-black/p/3D5-000G-04HP7,MSI,8849.0,,,
ASUS TUF Gaming GeForce RTX 5090 32GB GDDR7 OC Edition TUF-RTX5090-O32G-GAMING PCI-Express 5.0 DLSS 4.0 Graphics Card,https://www.newegg.com/asus-tuf-gaming-tuf-rtx5090-o32g-gaming-geforce-rtx-5090-32gb-graphics-card-triple-fans/p/1FT-000Y-00BS5,ASUS,3599.99,,,Free Shipping
MSI GeForce RTX 5090 32G VANGUARD SOC LAUNCH EDITION including Lucky Blind Box,https://www.newegg.com/msi-rtx-5090-32g-vanguard-soc-launch-edition-geforce-rtx-5090-32gb-graphics-card-triple-fans/p/N82E16814137917,MSI,4800.0,5.0,1,Free Shipping
ASUS ROG Astral GeForce RTX 5090 32GB GDDR7 PCI Express 5.0 Graphics Card ROG-ASTRAL-RTX5090-32G-WHITE,https://www.newegg.com/asus-rog-astral-rog-astral-rtx5090-o32g-white-geforce-rtx-5090-32gb-video-cards-triple-fans/p/1FT-000Y-00CH9,ASUS,4599.99,,,Free Shipping
ZOTAC SOLID OC White Edition GeForce RTX 5090 32GB 512-Bit GDDR7 PCI Express 5.0 x16 DLSS 4.0 Graphics Card ZT-B50900Q-10P SOLID OC White Edition  ZOTAC GEFORCE RTX 5090  32GB SOLID OC WHITE,https://www.newegg.com/zotac-gaming-geforce-rtx-5090-solid-oc-white-edition-32gb-graphics-card-triple-fans/p/1FT-000M-00406,ZOTAC,3999.0,,,Free Shipping
ASUS ROG Astral GeForce RTX 5090 32GB GDDR7 ROG-ASTRAL-RTX5090-32G-GAMING PCI-Express 5.0 DLSS 4.0 Video Card,https://www.newegg.com/asus-rog-astral-rog-astral-rtx5090-32g-gaming-geforce-rtx-5090-32gb-video-cards-triple-fans/p/1FT-000Y-00C94,ASUS,3599.99,,,Free Shipping
"CLX Horus Gaming Desktop - AMD Ryzen 9 9950X3D 4.3GHz 16-Core Processor, 96GB DDR5 Memory, GeForce RTX 5090 32GB GDDR7 Graphics, 2TB NVMe M.2 SSD, 8TB HDD, WiFi, Win 11 Home 64-bit",https://www.newegg.com/clx-horus-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-9-9950x3d-96gb-ddr5-2-tb-ssd-8tb-hdd-tgmhorrtz5305bm-black/p/3D5-000B-00312,CLX,6399.99,,,
ArsenalPC C301 GLASS - Intel Core Ultra 9-285K 24 core 5.7GHz - GeForce RTX 5090 - 4TB NVMe SSD - 128GB DDR5(4X32GB) - 1200W - Windows 11 Liquid Cooled Gaming PC,https://www.newegg.com/gigabyte-gaming-desktop-pcs-geforce-rtx-5090-intel-core-ultra-9-285k-128gb-ddr5-4-tb-ssd-black/p/3D5-0073-00648,ArsenalPC,7040.0,5.0,2,Free Shipping
"CLX Horus Gaming Desktop - Intel Core Ultra 9 285K 3.7GHz 24-Core Processor, 96GB DDR5 Memory, RTX 5090 32GB GDDR7 Graphics, 2TB NVMe M.2 SSD, 8TB HDD, WiFi, Win 11 Home 64-bit",https://www.newegg.com/clx-horus-gaming-desktop-pcs-nvidia-geforce-rtx-5090-intel-core-ultra-9-285k-96gb-ddr5-2tb-nvme-ssd-8tb-hdd-tgmhorrtz5108bm-black/p/3D5-000B-002Z7,CLX,5699.99,,,
"CLX SET Gaming Desktop - Intel Core Ultra 9 285K 3.7GHz 24-Core Processor, 64GB DDR5 Memory, RTX 5090 32GB GDDR7 Graphics, 2TB NVMe M.2 SSD, 4TB HDD, WiFi, Win 11 Home 64-bit",https://www.newegg.com/clx-gaming-desktop-pcs-nvidia-geforce-rtx-5090-intel-core-ultra-9-285k-64gb-ddr5-2tb-nvme-ssd-4tb-hdd-tgmsetrtz5107bm-black/p/3D5-000B-002Z6,CLX,5399.99,,,$450.00 Shipping
ArsenalPC C301 GLASS - AMD Ryzen 9-9950X3D 16 core 4.3GHz - GeForce RTX 5090 - 4TB NVMe SSD - 128GB DDR5(4X32GB) - 1200W - Windows 11 Liquid Cooled Gaming PC,https://www.newegg.com/gigabyte-gaming-desktop-pcs-geforce-rtx-5090-amd-ryzen-9-9950x3d-128gb-ddr5-4-tb-ssd-black/p/3D5-0073-006M0,ArsenalPC,7282.0,,,Free Shipping
ADAMANT CUSTOM 16-Core Video Editing Modelling Workstation Gaming Desktop Computer PC AMD Ryzen 9 9950X3D 4.3GHz X870 PRIME 192GB DDR5 RAM 8TB NVMe GEN4 SSD 1200W Geforce RTX 5090 32GB,https://www.newegg.com/p/3D5-002T-003M4,Adamant Custom,8399.99,,,Free Shipping
ADAMANT CUSTOM 16-Core Video Editing Modelling Workstation Gaming Desktop Computer PC AMD Ryzen 9 9950X3D 4.3GHz X870 EAGLE 192GB DDR5 RAM 8TB NVMe GEN4 SSD 10TB HDD 1200W Geforce RTX 5090 32GB,https://www.newegg.com/p/3D5-002T-003K7,Adamant Custom,8549.99,2.0,1,Free Shipping
"Lenovo Legion Pro 7i 16"" WQXGA OLED 240Hz Gaming Notebook Intel Core Ultra 9 275HX 32GB RAM 1TB SSD NVIDIA GeForce RTX 5090 Eclipse Black",https://www.newegg.com/lenovo-16-0-geforce-rtx-5090/p/2S3-0005-00520,Lenovo,3249.99,,,Free Shipping
ArsenalPC ASUS ROG GR701 - AMD Ryzen 9-9950X3D 16 core 4.3GHz - GeForce RTX 5090 - 2TB HDD + 2TB NVMe SSD - 128GB DDR5(4X32GB) - 1200W - Windows 11 Liquid Cooled Gaming PC,https://www.newegg.com/asus-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-9-9950x3d-128gb-ddr5-2-tb-ssd-2tb-hdd-black/p/3D5-0073-008S2,ArsenalPC,7612.0,,,Free Shipping
"CLX SET Gaming Desktop - AMD Ryzen 9 9900X3D 4.4GHz 12-Core Processor, 32GB DDR5 Memory, GeForce RTX 5090 32GB GDDR7 Graphics, 2TB NVMe M.2 SSD, WiFi, Win 11 Home 64-bit",https://www.newegg.com/clx-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-9-9900x3d-32gb-ddr5-2-tb-ssd-tgmsetrtz5304bm-black/p/3D5-000B-00311,CLX,5899.99,,,$13.99 Shipping
ADAMANT CUSTOM 16-Core Video Editing Modelling Workstation Gaming Desktop Computer PC AMD Ryzen 9 9950X3D 4.3GHz X870 EAGLE 64GB DDR5 RAM 4TB NVMe GEN4 SSD 1200W Geforce RTX 5090 32GB,https://www.newegg.com/p/3D5-002T-003M7,Adamant Custom,6899.99,,,Free Shipping
"Velztorm Black Praetix Custom Built Gaming Desktop PC (Intel i9-14900K, GeForce RTX 5090, 64GB DDR5, 2TB PCIe SSD + 6TB HDD, RGB Fans, 360mm AIO, 1000W PSU, WiFi 6E, Bluetooth 5.2, RJ-45, Win 11 Pro)",https://www.newegg.com/p/3D5-000W-1ADG1,Velztorm,5963.0,,,Free Shipping
ADAMANT CUSTOM 16-Core Video Editing Modelling Workstation Gaming Desktop Computer PC AMD Ryzen 9 9950X3D 4.3GHz X870 PRIME 128GB DDR5 RAM 2TB NVMe GEN4 SSD 1200W Geforce RTX 5090 32GB,https://www.newegg.com/p/3D5-002T-003N1,Adamant Custom,7599.99,,,Free Shipping
MSI MAG PANO 120R PZ - AMD Ryzen 9-9950X3D 16 core 4.3GHz - Geforce RTX 5090 - 2TB HDD + 2TB NVMe SSD - 128GB DDR5(4X32GB) - 1200W - Windows 11 Liquid Cooled Gaming Desktop PC WiFi RGB,https://www.newegg.com/msi-gaming-desktop-pcs-geforce-rtx-5090-amd-ryzen-9-9950x3d-128gb-ddr5-2-tb-ssd-2tb-hdd-black/p/3D5-000G-04DZ4,MSI,6952.0,5.0,2,Free Shipping
"CLX Horus Gaming Desktop - AMD Ryzen 9 9950X 4.3GHz 16-Core Processor, 96GB DDR5 Memory, RTX 5090 32GB GDDR7 Graphics, 2TB NVMe M.2 SSD, 8TB HDD, WiFi, Win 11 Home 64-bit",https://www.newegg.com/clx-horus-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-9-9950x-96gb-ddr5-2tb-nvme-ssd-8tb-hdd-tgmhorrtu5109bm-black/p/3D5-000B-00301,CLX,6299.99,,,Free Shipping
ADAMANT CUSTOM 16-Core Video Editing Modelling Workstation Gaming Desktop Computer PC AMD Ryzen 9 9950X3D 4.3GHz X870 EAGLE 192GB DDR5 RAM 4TB NVMe GEN4 SSD 10TB HDD 1200W Geforce RTX 5090 32GB,https://www.newegg.com/p/3D5-002T-003J9,Adamant Custom,8249.99,,,Free Shipping
"Lenovo Legion Pro 7i 16 Gaming Laptop, 16"" WQXGA OLED Glossy 240Hz, Intel Core Ultra 9 275HX 24-Core Processor, RTX 5090 24GB GDDR7, 64GB DDR5  2TB PCIe SSD, Windows 11 Pro ,Office 2024 License",https://www.newegg.com/lenovo-raider-16-0-geforce-rtx-5090-laptop-gpu-2-10ghz-qhd-64gb-memory-2tb-pcie-ssd-ssd/p/2WC-000J-037Z5,Lenovo,4389.0,,,Free Shipping
"Lenovo Legion Pro 7i 16 Gaming Laptop, 16"" WQXGA OLED Glossy 240Hz, Intel Core Ultra 9 275HX 24-Core Processor, RTX 5090 24GB GDDR7, 32GB DDR5  4TB  PCIe SSD, Windows 11 Pro ,Office 2024 License",https://www.newegg.com/lenovo-raider-16-0-geforce-rtx-5090-laptop-gpu-2-10ghz-qhd-32gb-memory-4tb-pcie-ssd-ssd/p/2WC-000J-037Y8,Lenovo,4479.0,,,Free Shipping
"Thermaltake LCGS View 9590S-380XL Gaming Desktop (AMD Ryzen 9 9950X3D, ToughRam 32GB DDR5 6000MT/s RGB Memory, NVIDIA GeForce RTX 5090, 2TB NVMe M.2, Wifi, Windows 11) VXLS-X87S-590-LCS",https://www.newegg.com/thermaltake-gaming-desktop-pc-geforce-rtx-5090-amd-ryzen-9-9950x3d-32gb-ddr5-2tb-ssd-lcgs-view-9590s-380xl-white/p/N82E16883100117,Thermaltake,5399.99,,,Free Shipping
"ASUS ROG Zephyrus G16 (2025) Gaming Laptop, 16"" ROG Nebula OLED 2.5K, RTX 5090, Ultra 9 285H, 64GB, 2TB SSD, Win 11 Pro, Platinum White, GU605CX-XS98",https://www.newegg.com/asus-16-64-gb-memory-2-tb-ssd/p/2WC-000N-0GGD5,ASUS,4599.0,,,Free Shipping
ADAMANT CUSTOM 16-Core Video Editing Modelling Workstation Gaming Desktop Computer PC AMD Ryzen 9 9950X3D 4.3GHz X870 EAGLE 192GB DDR5 RAM 2TB NVMe GEN4 SSD 1200W Geforce RTX 5090 32GB,https://www.newegg.com/p/3D5-002T-003N6,Adamant Custom,7949.99,,,Free Shipping
ROG Strix Helios GX601 - Intel Core Ultra 9-285K 24 core 5.7GHz - Geforce RTX 5090 - 2TB HDD + 4TB NVMe SSD - 128GB DDR5(4X32GB) - 1200W - Windows 11 Liquid Cooled Gaming Desktop PC WiFi RGB,https://www.newegg.com/asus-gaming-desktop-pcs-geforce-rtx-5090-intel-core-ultra-9-285k-128gb-ddr5-4-tb-ssd-2tb-hdd-black/p/3D5-000F-04HH0,ASUS,7172.0,,,Free Shipping
"Thermaltake LCGS Reactor 9890S Gaming Desktop (AMD Ryzen 7 9800X3D, ToughRam 32GB DDR5 6000MT/s RGB Memory, NVIDIA GeForce RTX 5090, 2TB NVMe M.2, Wifi, Windows 11) T6WT-X870-590-LCS",https://www.newegg.com/thermaltake-gaming-desktop-pc-geforce-rtx-5090-amd-ryzen-7-9800x3d-32gb-ddr5-2tb-ssd-lcgs-reactor-9890s-white/p/N82E16883100109,Thermaltake,5199.99,,,Free Shipping
ArsenalPC ASUS Prime AP202 - Intel Core Ultra 7-265KF 20 core 5.4GHz - GeForce RTX 5090 - 2TB NVMe SSD - 32GB DDR5(2X16GB) - 1200W - Windows 11 Liquid Cooled with LCD Gaming PC WiFi RGB,https://www.newegg.com/arsenalpc-gaming-desktop-pcs-nvidia-geforce-rtx-5090-intel-core-ultra-7-265kf-32gb-ddr5-2tb-nvme-ssd-black/p/3D5-0073-00CW5,ArsenalPC,5962.0,,,Free Shipping
ArsenalPC ASUS Prime AP202  - AMD Ryzen 7-9700X 8 core 3.8GHz - GeForce RTX 5090 - 2TB NVMe SSD - 32GB DDR5(2X16GB) - 1200W - Windows 11 Liquid Cooled with LCD Gaming PC WiFi RGB,https://www.newegg.com/arsenalpc-gaming-desktop-pcs-nvidia-geforce-rtx-5090-amd-ryzen-7-9700x-32gb-ddr5-2tb-nvme-ssd-black/p/3D5-0073-00BZ5,ArsenalPC,5984.0,,,Free Shipping
"[2025] HIDevolution ASUS ROG Zephyrus G16 GU605CX [Grey] 16"" WQXGA 240Hz OLED, 2.7 GHz Ultra 9-285H, RTX 5090, 32 GB LPDDR5X RAM, 2 x 4 TB PCIe SSD, Windows 11 Home",https://www.newegg.com/asus-rog-zephyrus-g16-16-0-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-285h-2-5k-32gb-memory-8-tb-ssd/p/2WC-000N-0GFR7,ASUS,5824.0,,,
"[2025] HIDevolution ASUS ROG Zephyrus G16 GU605CX [Grey] 16"" WQXGA 240Hz OLED, 2.7 GHz Ultra 9-285H, RTX 5090, 32 GB LPDDR5X RAM, 2 x 4 TB PCIe SSD, Windows 11 Pro",https://www.newegg.com/asus-rog-zephyrus-g16-16-0-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-285h-2-5k-32gb-memory-8-tb-ssd/p/2WC-000N-0GFS9,ASUS,5954.0,,,
"[2025] HIDevolution MSI Raider 18 HX AI A2XWJG 18"" UHD+ 120Hz Mini LED, 2.1 GHz Ultra 9-285HX , RTX 5090, 96 GB DDR5 RAM, 4 TB PCIe SSD, Windows 11 Pro",https://www.newegg.com/msi-raider-18-hx-a-18-0-nvidia-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-285hx-uhd-96gb-memory-4-tb-ssd/p/2WC-000C-0J983,MSI,5339.0,,,
"ASUS ROG Strix SCAR AI Gaming Laptop 18"" 240Hz Mini LED WQXGA Display (Intel Ultra 9- 275HX, NVIDIA GeForce RTX 5090 24GB, 64GB DDR5, 2TB PCIe SSD, RGB KB, 2 Thunderbolt 5, WiFi 7, Webcam, Win 11 Pro)",https://www.newegg.com/asus-rog-strix-scar-18-0-nvidia-geforce-rtx-5090-64gb-memory-2-tb-ssd/p/2WC-000N-0G8N6,ASUS,6882.19,,,
"[2025] Alienware 18 Area-51 [Membrane Keyboard] 18"" QHD+ 240Hz, 2.1 GHz Ultra 9-275HX, RTX 5090, 96 GB DDR5 RAM, 4 TB PCIe SSD, Windows 11 Home",https://www.newegg.com/dell-alienware-18-area-51-18-0-nvidia-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-275hx-qhd-96gb-memory-4-tb-ssd/p/2WC-0009-033P2,DELL,4989.0,,,
"[2025] HIDevolution EVOC High Performance Systems X5801D (X580WNT-G) 18"" UHD+ 200Hz, 2.1 GHz Ultra 9-275HX, RTX 5090, 192 GB DDR5 RAM, 2 TB PCIe SSD, Windows 11 Pro",https://www.newegg.com/evoc-x580wnt-g-18-0-geforce-rtx-5090-laptop-gpu-intel-core-ultra-9-275hx-uhd-192gb-memory-2-tb-ssd/p/2WC-002P-00HJ1,[2025],4989.0,,,Free Shipping
"[2025] HIDevolution MSI Raider A18 HX A9WJG 18"" UHD+ 120Hz Mini LED, 2.5 GHz Ryzen 9 9955HX3D, RTX 5090, 64 GB DDR5 RAM, 2 TB PCIe SSD, Windows 11 Pro",https://www.newegg.com/msi-raider-a18-hx-18-0-nvidia-geforce-rtx-5090-laptop-gpu-amd-ryzen-9-9955hx3d-uhd-64gb-memory-2-tb-ssd/p/2WC-000C-0J472,MSI,4899.0,,,
